-16, 4
-16, 4
-16, 4
-16, 4
-16, 4
-16, 5
-17, 5
-14, 5
-13, 5
-13, 5
-13, 5
-12, 5
-12, 5
-12, 5
-12, 5
-12, 5
-12, 5
-12, 5
-12, 5
-13, 5
-11, 6
-11, 6
-11, 7
-11, 10
-11, 12
-12, 15
-10, 15
-6, 16
-2, 17
0, 14
-2, 16
-6, 14
-11, 16
-13, 15
-15, 15
-16, 16
-18, 15
-24, 13
-24, 16
-23, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-24, 16
-27, 13
-26, 16
-26, 23
-26, 25
-27, 25
-27, 26
-27, 26
-27, 26
-27, 26
-27, 26
-27, 26
-27, 26
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-27, 27
-26, 28
-25, 27
-30, 28
-41, 29
-49, 37
-46, 35
-39, 35
-29, 36
-17, 35
-12, 43
-11, 50
-13, 68
-12, 63
-11, 60
-12, 59
-12, 59
-12, 59
-12, 59
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 58
-12, 59
-13, 59
-9, 59
-4, 60
2, 59
4, 59
4, 59
3, 59
2, 58
0, 56
0, 57
0, 57
0, 57
-3, 58
0, 62
0, 69
0, 77
-1, 73
0, 74
0, 79
1, 82
10, 84
14, 82
10, 81
12, 81
15, 80
19, 80
24, 80
30, 80
37, 81
40, 80
42, 80
43, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 79
44, 80
47, 79
53, 81
50, 85
41, 82
30, 78
32, 72
35, 68
34, 67
35, 70
30, 75
31, 67
33, 66
25, 69
21, 75
25, 74
29, 72
38, 73
48, 73
53, 71
56, 72
56, 71
55, 71
56, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
55, 71
57, 71
62, 77
56, 76
48, 76
38, 76
31, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
27, 76
26, 76
24, 77
19, 78
21, 76
17, 77
8, 77
4, 74
6, 72
6, 72
6, 76
8, 81
8, 86
7, 92
7, 98
7, 100
8, 99
8, 99
7, 99
7, 99
7, 99
7, 99
7, 99
6, 98
4, 98
5, 99
6, 98
7, 98
7, 98
7, 98
7, 98
8, 98
8, 99
11, 101
9, 102
8, 102
8, 102
8, 102
8, 102
8, 102
8, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
9, 102
